#Title: The Distribution of Thermal Pressures in the Diffuse, Cold Neutral
#       Medium of our Galaxy. II. An Expanded Survey of Interstellar C I
#       Fine-Structure Excitations
#Authors: Jenkins E.B., Tripp T.M.
#Table: Observed and Calculated Quantities in Specific Velocity Channels
#================================================================================
#Byte-by-byte Description of file: apj390295t4_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units    Label     Explanations
#--------------------------------------------------------------------------------
#   1- 11 A11    ---      Name      Target star name
#  13- 17 F5.1   km/s     RVel      Radial Velocity
#  19- 24 F6.3   ---      f1        f1
#  26- 30 F5.3   ---    e_f1        The 1{sigma} error in f1
#  32- 37 F6.3   ---      f2        f2
#  39- 43 F5.3   ---    e_f2        The 1{sigma} error in f2
#  45- 53 E9.2   cm-2     N(CIt)    Column density of C I in all 3 levels
#  55- 63 E9.2   cm-2     N(CII)    ? Inferred column density of C II
#  65- 69 F5.3   ---      g(low)    ? Fraction of C I at low pressure
#  71- 74 F4.2   [cm-3.K] log(p/k)  ? log(p/k) of the low pressure
#                                    fraction
#  76- 80 F5.2   [-]      log(I/I0) ? Log starlight intensity relative
#                                    to standard
Name,Vel,f1,e_f1,f2,e_f2,N(CIt),N(CII),g(low),log(p/k),log(I/I0)
HD206773,-7.5,0.129,0.024,0.020,0.025,6.81e+012,3.89e+015,1.000,3.43,0.07
HD207198,-28.5,0.126,0.028,0.092,0.028,6.72e+012,9.40e+015,0.835,2.99,0.30
HD207198,-28.0,0.176,0.019,0.077,0.020,9.52e+012,1.50e+016,0.890,3.37,0.58
HD207198,-27.0,0.215,0.009,0.072,0.009,2.09e+013,1.97e+016,0.917,3.58,0.54
HD207198,-26.5,0.215,0.006,0.077,0.006,3.18e+013,2.16e+016,0.909,3.59,0.44
HD207198,-26.0,0.210,0.004,0.079,0.004,4.74e+013,2.58e+016,0.901,3.58,0.36
HD207198,-25.5,0.215,0.003,0.081,0.003,6.27e+013,3.08e+016,0.900,3.60,0.35
HD207198,-25.0,0.218,0.002,0.080,0.002,7.50e+013,3.30e+016,0.900,3.61,0.32
HD207198,-24.5,0.213,0.002,0.076,0.002,8.07e+013,3.29e+016,0.907,3.60,0.28
HD207198,-24.0,0.195,0.002,0.067,0.002,8.70e+013,3.33e+016,0.923,3.55,0.21
HD207198,-23.5,0.180,0.002,0.056,0.002,9.97e+013,3.66e+016,0.940,3.51,0.16
HD207198,-23.0,0.170,0.002,0.050,0.002,1.22e+014,4.24e+016,0.949,3.48,0.11
HD207198,-22.5,0.167,0.001,0.047,0.001,1.56e+014,4.85e+016,0.954,3.48,0.07
HD207198,-22.0,0.183,0.001,0.050,0.001,1.93e+014,5.34e+016,0.956,3.54,0.09
HD207198,-21.5,0.203,0.001,0.054,0.001,2.17e+014,5.68e+016,0.957,3.61,0.13
HD207198,-21.0,0.205,0.001,0.057,0.001,2.21e+014,5.86e+016,0.948,3.61,0.13
HD207198,-20.5,0.193,0.001,0.057,0.001,2.12e+014,5.86e+016,0.943,3.56,0.11
HD207198,-20.0,0.181,0.001,0.056,0.001,1.98e+014,5.65e+016,0.939,3.52,0.08
HD207198,-19.5,0.181,0.001,0.055,0.001,1.85e+014,5.30e+016,0.941,3.52,0.09
HD207198,-19.0,0.188,0.001,0.056,0.001,1.70e+014,4.99e+016,0.945,3.55,0.12
HD207198,-18.5,0.195,0.001,0.057,0.001,1.53e+014,4.83e+016,0.946,3.57,0.16
HD207198,-18.0,0.193,0.001,0.058,0.001,1.33e+014,4.86e+016,0.940,3.56,0.20
HD207198,-17.5,0.192,0.002,0.058,0.002,1.12e+014,4.76e+016,0.942,3.55,0.24
HD207198,-17.0,0.193,0.002,0.057,0.002,9.74e+013,4.29e+016,0.947,3.56,0.26
HD207198,-16.5,0.190,0.002,0.054,0.002,8.95e+013,3.57e+016,0.950,3.55,0.22
HD207198,-16.0,0.187,0.002,0.051,0.002,8.87e+013,2.89e+016,0.954,3.55,0.15
HD207198,-15.5,0.190,0.002,0.048,0.002,9.45e+013,2.40e+016,0.961,3.57,0.08
HD207198,-15.0,0.193,0.002,0.047,0.002,1.05e+014,2.13e+016,0.969,3.59,0.02
HD207198,-14.5,0.200,0.002,0.049,0.002,1.15e+014,2.12e+016,0.968,3.61,0.01
HD207198,-14.0,0.229,0.002,0.059,0.002,1.06e+014,2.24e+016,0.960,3.70,0.14
HD207198,-12.5,0.414,0.007,0.165,0.007,2.59e+013,1.46e+016,0.894,4.28,1.00
HD207198,-12.0,0.427,0.010,0.161,0.010,1.82e+013,1.16e+016,0.936,4.33,1.07
HD207198,-11.5,0.424,0.015,0.147,0.015,1.22e+013,1.01e+016,0.961,4.30,1.12
HD207198,-11.0,0.400,0.024,0.133,0.023,7.75e+012,8.37e+015,0.953,4.19,1.10
HD208440,-28.0,0.440,0.029,0.160,0.030,7.19e+012,5.87e+015,0.977,4.39,1.12
HD208440,-27.5,0.421,0.022,0.155,0.023,9.52e+012,1.59e+015,0.940,4.34,0.60
HD208440,-27.0,0.408,0.018,0.162,0.018,1.20e+013,1.70e+015,0.898,4.29,0.52
HD208440,-25.0,0.343,0.011,0.140,0.008,3.10e+013,1.64e+016,0.857,4.02,0.69
HD208440,-24.5,0.333,0.011,0.128,0.007,3.53e+013,1.60e+016,0.876,4.00,0.62
HD208440,-24.0,0.331,0.011,0.120,0.007,3.70e+013,1.70e+016,0.891,3.99,0.60
HD208440,-23.5,0.320,0.011,0.114,0.007,3.69e+013,1.77e+016,0.900,3.96,0.59
HD208440,-23.0,0.292,0.011,0.106,0.007,3.70e+013,1.74e+016,0.893,3.87,0.51
HD208440,-22.5,0.263,0.010,0.094,0.007,3.88e+013,1.71e+016,0.900,3.78,0.40
HD208440,-22.0,0.247,0.009,0.079,0.006,4.33e+013,1.92e+016,0.923,3.74,0.36
HD208440,-21.5,0.238,0.009,0.069,0.005,4.94e+013,2.43e+016,0.942,3.72,0.37
HD208440,-21.0,0.230,0.008,0.063,0.005,5.46e+013,2.98e+016,0.955,3.70,0.39
HD208440,-20.5,0.216,0.008,0.062,0.005,5.67e+013,3.15e+016,0.948,3.65,0.35
HD208440,-20.0,0.204,0.008,0.061,0.005,5.70e+013,3.02e+016,0.941,3.61,0.31
HD208440,-19.5,0.201,0.008,0.060,0.005,5.62e+013,2.94e+016,0.943,3.60,0.29
HD208440,-19.0,0.207,0.008,0.057,0.005,5.37e+013,3.14e+016,0.951,3.62,0.34
HD208440,-18.5,0.211,0.009,0.056,0.005,4.89e+013,3.42e+016,0.958,3.63,0.41
HD208440,-18.0,0.201,0.009,0.055,0.006,4.18e+013,3.36e+016,0.956,3.59,0.42
HD208440,-17.5,0.181,0.010,0.055,0.007,3.53e+013,2.89e+016,0.945,3.51,0.37
HD208440,-17.0,0.158,0.010,0.055,0.008,3.10e+013,2.35e+016,0.932,3.41,0.27
HD208440,-16.5,0.145,0.010,0.052,0.008,2.97e+013,2.01e+016,0.933,3.36,0.19
HD208440,-16.0,0.145,0.010,0.049,0.008,2.97e+013,1.91e+016,0.942,3.37,0.18
HD208440,-15.5,0.155,0.010,0.046,0.008,2.96e+013,2.06e+016,0.956,3.43,0.25
HD208440,-15.0,0.168,0.010,0.043,0.008,2.90e+013,2.39e+016,0.964,3.48,0.34
HD208440,-14.5,0.178,0.011,0.043,0.008,2.93e+013,2.73e+016,0.973,3.52,0.41
HD208440,-14.0,0.176,0.010,0.042,0.007,3.16e+013,2.74e+016,0.971,3.51,0.38
HD208440,-13.5,0.170,0.009,0.040,0.007,3.58e+013,2.51e+016,0.972,3.50,0.30
HD208440,-13.0,0.170,0.008,0.043,0.006,4.02e+013,2.34e+016,0.967,3.50,0.24
HD208440,-12.5,0.180,0.008,0.046,0.006,4.16e+013,2.40e+016,0.966,3.54,0.27
HD208440,-12.0,0.192,0.009,0.050,0.006,3.91e+013,2.46e+016,0.964,3.58,0.33
HD208440,-11.5,0.196,0.009,0.051,0.007,3.42e+013,2.17e+016,0.962,3.59,0.34
HD208440,-11.0,0.186,0.010,0.049,0.008,2.87e+013,1.50e+016,0.962,3.56,0.25
HD208440,-10.5,0.176,0.011,0.045,0.010,2.31e+013,9.37e+015,0.963,3.53,0.14
HD208440,-10.0,0.170,0.013,0.042,0.012,1.79e+013,8.05e+015,0.973,3.52,0.17
HD208440,-9.5,0.166,0.016,0.039,0.016,1.38e+013,9.66e+015,0.974,3.49,0.29
HD208440,-9.0,0.162,0.019,0.039,0.020,1.09e+013,1.07e+016,0.974,3.46,0.39
HD208440,-8.5,0.147,0.023,0.040,0.025,8.93e+012,9.31e+015,0.961,3.38,0.35
HD208440,-8.0,0.113,0.028,0.034,0.029,7.58e+012,7.05e+015,0.962,3.23,0.20
HD208947,-24.5,0.166,0.024,0.057,0.025,3.95e+012,6.69e+015,0.933,3.41,0.53
HD208947,-24.0,0.178,0.018,0.010,0.020,5.29e+012,5.93e+015,1.000,3.58,0.47
HD208947,-22.5,0.219,0.008,0.033,0.007,1.41e+013,7.85e+015,1.000,3.71,0.35
HD208947,-22.0,0.188,0.008,0.032,0.008,1.34e+013,6.59e+015,1.000,3.61,0.23
HD208947,-21.5,0.159,0.010,0.038,0.010,1.06e+013,2.73e+015,0.974,3.50,-0.07
HD208947,-21.0,0.138,0.012,0.053,0.011,9.04e+012,7.95e+015,0.930,3.33,0.24
HD208947,-20.5,0.130,0.011,0.058,0.011,9.38e+012,8.35e+015,0.914,3.26,0.20
HD208947,-20.0,0.141,0.010,0.044,0.009,1.07e+013,6.84e+015,0.954,3.38,0.15
HD208947,-19.5,0.156,0.009,0.032,0.009,1.16e+013,6.35e+015,0.988,3.48,0.16
HD208947,-19.0,0.171,0.010,0.033,0.008,1.16e+013,7.53e+015,0.995,3.54,0.27
HD208947,-18.5,0.165,0.010,0.041,0.008,1.29e+013,1.09e+016,0.971,3.49,0.33
HD208947,-18.0,0.176,0.009,0.039,0.006,1.59e+013,1.08e+016,0.980,3.54,0.29
HD208947,-17.5,0.202,0.008,0.040,0.005,2.21e+013,1.32e+016,0.990,3.64,0.32
HD208947,-17.0,0.229,0.007,0.048,0.004,2.87e+013,2.14e+016,0.992,3.72,0.46
HD208947,-16.5,0.220,0.006,0.053,0.003,3.63e+013,2.25e+016,0.969,3.68,0.38
HD208947,-16.0,0.198,0.006,0.050,0.003,4.43e+013,1.49e+016,0.968,3.63,0.13
HD208947,-15.5,0.195,0.005,0.047,0.002,5.50e+013,1.41e+016,0.975,3.63,0.04
HD208947,-11.5,0.273,0.007,0.103,0.006,1.49e+013,1.46e+016,0.885,3.79,0.65
HD208947,-11.0,0.217,0.009,0.083,0.008,1.08e+013,1.27e+016,0.898,3.60,0.55
HD208947,-10.5,0.190,0.012,0.067,0.012,7.87e+012,1.40e+016,0.920,3.49,0.62
HD208947,-10.0,0.182,0.015,0.069,0.015,6.12e+012,9.30e+015,0.913,3.46,0.53
HD208947,-9.5,0.189,0.019,0.053,0.020,4.69e+012,8.05e+015,0.953,3.52,0.61
HD208947,-9.0,0.209,0.026,0.033,0.028,3.37e+012,8.07e+015,1.000,3.60,0.77
HD209339,-25.0,0.396,0.025,0.102,0.026,4.50e+012,7.06e+015,1.000,4.21,1.05
HD209339,-24.5,0.372,0.018,0.122,0.018,6.60e+012,2.28e+015,0.946,4.17,0.57
HD209339,-24.0,0.381,0.012,0.146,0.011,1.06e+013,2.72e+015,0.898,4.20,0.52
HD209339,-23.0,0.400,0.008,0.160,0.006,2.15e+013,8.73e+015,0.897,4.27,0.73
HD209339,-22.5,0.342,0.009,0.156,0.006,2.12e+013,5.97e+015,0.823,4.06,0.45
HD209339,-22.0,0.292,0.010,0.134,0.007,1.94e+013,1.33e+016,0.830,3.87,0.56
HD209339,-21.0,0.250,0.007,0.076,0.004,3.55e+013,1.22e+016,0.938,3.80,0.24
HD209339,-20.5,0.239,0.007,0.068,0.003,4.49e+013,1.55e+016,0.951,3.77,0.21
HD209339,-20.0,0.264,0.009,0.072,0.004,3.84e+013,2.56e+016,0.956,3.83,0.47
HD209339,-19.5,0.217,0.009,0.065,0.004,3.67e+013,2.89e+016,0.944,3.68,0.41
HD209339,-19.0,0.191,0.007,0.052,0.003,4.44e+013,1.75e+016,0.962,3.62,0.12
HD209339,-18.5,0.213,0.007,0.048,0.003,5.42e+013,1.60e+016,0.982,3.71,0.10
HD209339,-18.0,0.218,0.007,0.053,0.003,6.28e+013,3.23e+016,0.974,3.71,0.28
HD209339,-17.5,0.209,0.007,0.052,0.002,7.17e+013,3.22e+016,0.970,3.68,0.21
HD209339,-17.0,0.241,0.008,0.061,0.003,7.18e+013,4.12e+016,0.968,3.77,0.37
HD209339,-16.5,0.244,0.007,0.062,0.003,6.87e+013,4.43e+016,0.967,3.78,0.42
HD209339,-16.0,0.234,0.007,0.056,0.003,5.96e+013,3.64e+016,0.974,3.75,0.37
HD209339,-15.5,0.213,0.007,0.059,0.003,4.94e+013,3.89e+016,0.955,3.67,0.40
HD209339,-15.0,0.201,0.007,0.052,0.003,4.25e+013,3.66e+016,0.964,3.63,0.39
HD209339,-14.5,0.205,0.008,0.052,0.004,3.31e+013,3.67e+016,0.970,3.64,0.49
HD209339,-14.0,0.197,0.009,0.053,0.004,2.91e+013,3.21e+016,0.959,3.60,0.45
HD209339,-13.5,0.184,0.008,0.041,0.004,3.06e+013,1.87e+016,0.984,3.60,0.25
HD209339,-13.0,0.175,0.007,0.036,0.004,3.13e+013,2.63e+016,0.987,3.56,0.32
HD209339,-12.5,0.172,0.007,0.038,0.004,2.97e+013,2.73e+016,0.983,3.54,0.34
HD209339,-12.0,0.173,0.008,0.036,0.005,2.55e+013,2.12e+016,0.989,3.55,0.31
HD209339,-11.5,0.163,0.009,0.035,0.005,2.24e+013,2.05e+016,0.983,3.51,0.31
HD209339,-11.0,0.146,0.009,0.032,0.006,1.99e+013,1.77e+016,0.984,3.45,0.26
HD209339,-10.5,0.141,0.010,0.025,0.007,1.65e+013,2.11e+016,0.996,3.42,0.36
HD209339,-10.0,0.127,0.010,0.033,0.007,1.49e+013,1.51e+016,0.973,3.35,0.24
HD209339,-9.5,0.115,0.011,0.038,0.009,1.26e+013,3.97e+015,0.958,3.31,-0.20
HD209339,-9.0,0.104,0.012,0.028,0.010,1.10e+013,1.29e+016,0.974,3.22,0.20
HD209339,-8.5,0.096,0.012,0.017,0.010,1.10e+013,1.40e+016,0.997,3.21,0.21
HD209339,-8.0,0.119,0.013,0.020,0.011,1.00e+013,1.14e+016,0.997,3.33,0.25
HD209339,-7.5,0.156,0.015,0.030,0.013,8.22e+012,9.24e+015,0.994,3.48,0.36
HD209339,-7.0,0.171,0.020,0.033,0.018,5.81e+012,3.97e+015,0.996,3.56,0.25
HD210809,-53.0,0.297,0.023,0.096,0.029,1.00e+013,1.16e+015,0.924,3.94,0.04
HD210809,-52.5,0.291,0.021,0.102,0.025,1.15e+013,1.46e+015,0.907,3.92,0.06
HD210809,-52.0,0.291,0.020,0.110,0.025,1.17e+013,1.80e+015,0.885,3.91,0.12
HD210809,-51.5,0.299,0.021,0.116,0.026,1.11e+013,5.97e+015,0.877,3.91,0.52
HD210809,-51.0,0.301,0.022,0.117,0.028,1.02e+013,9.29e+015,0.877,3.90,0.68
HD210809,-21.0,0.225,0.023,0.064,0.026,1.13e+013,1.26e+016,0.952,3.69,0.55
HD210809,-20.5,0.214,0.021,0.074,0.023,1.29e+013,1.28e+016,0.919,3.63,0.47
HD210809,-20.0,0.204,0.020,0.074,0.022,1.31e+013,1.22e+016,0.915,3.60,0.43
HD210809,-19.5,0.197,0.022,0.066,0.024,1.22e+013,1.36e+016,0.930,3.58,0.47
HD210809,-19.0,0.189,0.025,0.062,0.028,1.07e+013,1.51e+016,0.938,3.54,0.52
HD210809,-16.5,0.169,0.026,0.080,0.027,1.08e+013,1.95e+016,0.880,3.38,0.52
HD210809,-16.0,0.200,0.021,0.079,0.023,1.29e+013,2.16e+016,0.901,3.54,0.60
HD210809,-15.5,0.227,0.017,0.075,0.018,1.62e+013,1.70e+016,0.925,3.68,0.53
HD210809,-15.0,0.235,0.014,0.072,0.014,2.12e+013,1.12e+016,0.939,3.73,0.33
HD210809,-14.5,0.225,0.012,0.069,0.011,2.81e+013,8.73e+015,0.943,3.72,0.15
HD210809,-14.0,0.235,0.011,0.074,0.009,3.20e+013,1.09e+016,0.933,3.74,0.20
HD210809,-13.5,0.245,0.011,0.078,0.009,3.34e+013,1.38e+016,0.932,3.77,0.29
HD210809,-13.0,0.241,0.010,0.079,0.009,3.26e+013,1.45e+016,0.923,3.75,0.30
HD210809,-12.5,0.234,0.011,0.078,0.010,3.10e+013,1.39e+016,0.923,3.73,0.29
HD210809,-12.0,0.221,0.011,0.075,0.010,3.05e+013,1.35e+016,0.923,3.69,0.25
HD210809,-11.5,0.208,0.010,0.068,0.009,3.24e+013,1.45e+016,0.933,3.65,0.22
HD210809,-11.0,0.199,0.009,0.061,0.008,3.63e+013,1.63e+016,0.942,3.62,0.19
HD210809,-10.5,0.192,0.008,0.056,0.007,4.11e+013,1.89e+016,0.949,3.60,0.18
HD210809,-10.0,0.187,0.008,0.053,0.007,4.51e+013,2.13e+016,0.955,3.59,0.18
HD210809,-9.5,0.187,0.008,0.050,0.007,4.61e+013,2.21e+016,0.960,3.59,0.18
HD210809,-9.0,0.188,0.008,0.049,0.007,4.18e+013,2.08e+016,0.966,3.60,0.20
HD210809,-8.5,0.198,0.009,0.050,0.009,3.41e+013,1.76e+016,0.971,3.64,0.25
HD210839,-36.5,0.480,0.024,0.288,0.022,3.99e+012,1.05e+015,1.000,5.32,1.63
HD210839,-36.0,0.439,0.017,0.311,0.015,5.87e+012,1.08e+015,0.657,4.67,1.09
HD210839,-35.5,0.445,0.011,0.318,0.010,9.20e+012,9.19e+014,1.000,5.96,1.91
HD210839,-35.0,0.434,0.007,0.334,0.007,1.53e+013,1.01e+015,0.587,4.71,0.84
HD210839,-34.5,0.442,0.005,0.344,0.005,2.27e+013,2.87e+015,1.000,5.55,1.69
HD210839,-34.0,0.430,0.005,0.366,0.005,2.72e+013,8.53e+015,1.000,5.78,2.19
HD210839,-33.5,0.412,0.005,0.365,0.005,2.66e+013,8.75e+015,0.416,4.49,1.22
HD210839,-33.0,0.403,0.006,0.358,0.006,2.14e+013,1.06e+016,0.401,4.35,1.23
HD210839,-32.5,0.387,0.007,0.368,0.007,1.74e+013,3.97e+015,0.341,4.22,0.92
HD210839,-32.0,0.407,0.007,0.364,0.007,1.73e+013,2.83e+015,0.398,4.44,0.98
HD210839,-31.5,0.398,0.007,0.379,0.007,1.78e+013,5.81e+015,0.336,4.33,1.13
HD210839,-31.0,0.387,0.007,0.389,0.006,1.77e+013,9.33e+015,0.287,4.18,1.19
HD210839,-30.5,0.400,0.008,0.392,0.007,1.49e+013,3.97e+015,0.311,4.39,1.15
HD210839,-30.0,0.385,0.010,0.402,0.009,1.09e+013,5.56e+015,0.254,4.17,1.22
HD210839,-29.5,0.400,0.014,0.377,0.013,7.68e+012,3.97e+015,0.347,4.34,1.27
HD210839,-29.0,0.407,0.018,0.358,0.017,5.65e+012,3.97e+015,0.413,4.38,1.35
HD210839,-28.5,0.393,0.021,0.368,0.020,4.79e+012,3.99e+015,0.354,4.23,1.32
HD210839,-28.0,0.387,0.025,0.340,0.023,3.97e+012,4.01e+015,0.414,4.14,1.25
HD210839,-27.5,0.399,0.027,0.307,0.025,3.70e+012,3.99e+015,0.519,4.23,1.28
HD210839,-27.0,0.418,0.028,0.300,0.027,3.44e+012,3.97e+015,0.582,4.37,1.39
HD210839,-20.0,0.127,0.028,0.029,0.026,3.94e+012,6.96e+015,0.979,3.26,0.47
HD210839,-19.5,0.173,0.021,0.065,0.019,5.09e+012,1.08e+016,0.915,3.38,0.65
HD210839,-19.0,0.153,0.016,0.090,0.014,6.84e+012,1.04e+016,0.850,3.22,0.44
HD210839,-18.5,0.141,0.014,0.076,0.012,8.40e+012,1.31e+016,0.875,3.19,0.42
HD210839,-18.0,0.159,0.011,0.076,0.009,1.14e+013,1.99e+016,0.886,3.30,0.53
HD210839,-17.5,0.181,0.008,0.072,0.007,1.52e+013,1.58e+016,0.903,3.46,0.45
HD210839,-17.0,0.194,0.008,0.065,0.006,1.87e+013,1.10e+016,0.928,3.55,0.31
HD210839,-16.5,0.172,0.007,0.060,0.004,2.57e+013,1.65e+016,0.928,3.47,0.28
HD210839,-16.0,0.181,0.006,0.063,0.003,3.74e+013,3.07e+016,0.927,3.49,0.38
HD210839,-15.5,0.199,0.005,0.075,0.002,5.80e+013,4.63e+016,0.905,3.54,0.42
HD210839,-13.5,0.195,0.006,0.070,0.002,1.11e+014,6.81e+016,0.918,3.55,0.33
HD210839,-13.0,0.203,0.005,0.073,0.002,1.12e+014,6.34e+016,0.913,3.58,0.33
HD210839,-11.5,0.163,0.005,0.061,0.003,5.03e+013,3.72e+016,0.923,3.42,0.29
HD210839,-11.0,0.160,0.005,0.049,0.003,4.69e+013,3.25e+016,0.948,3.43,0.27
HD210839,-10.5,0.173,0.005,0.042,0.002,4.62e+013,2.59e+016,0.971,3.51,0.25
HD210839,-10.0,0.185,0.006,0.045,0.003,4.37e+013,2.51e+016,0.970,3.55,0.29
HD210839,-9.5,0.194,0.006,0.049,0.003,4.14e+013,2.95e+016,0.965,3.57,0.38
HD210839,-9.0,0.200,0.006,0.051,0.003,3.43e+013,3.01e+016,0.964,3.58,0.46
HD210839,-8.5,0.173,0.007,0.050,0.004,2.75e+013,2.27e+016,0.953,3.48,0.37
HD210839,-8.0,0.143,0.007,0.044,0.004,2.21e+013,1.34e+016,0.952,3.37,0.18
HD210839,-7.5,0.136,0.008,0.041,0.005,1.79e+013,1.43e+016,0.956,3.33,0.24
HD210839,-7.0,0.127,0.008,0.038,0.006,1.71e+013,2.24e+016,0.958,3.26,0.37
HD210839,-6.5,0.128,0.008,0.037,0.006,1.63e+013,1.51e+016,0.961,3.29,0.26
HD210839,-6.0,0.151,0.008,0.044,0.006,1.70e+013,1.55e+016,0.956,3.39,0.33
HD210839,-5.5,0.170,0.007,0.048,0.004,2.17e+013,2.03e+016,0.954,3.47,0.40
HD210839,-5.0,0.188,0.006,0.049,0.004,2.69e+013,1.90e+016,0.961,3.55,0.37
HD210839,-4.5,0.217,0.007,0.061,0.004,2.38e+013,1.79e+016,0.951,3.64,0.46
HD210839,-4.0,0.249,0.009,0.071,0.005,1.83e+013,1.09e+016,0.943,3.74,0.47
HD210839,-3.5,0.255,0.009,0.072,0.006,1.70e+013,3.97e+015,0.945,3.78,0.20
HD210839,-3.0,0.261,0.007,0.092,0.005,2.02e+013,5.99e+015,0.904,3.78,0.29
HD210839,-2.0,0.363,0.005,0.122,0.004,2.15e+013,8.21e+015,0.923,4.10,0.66
HD210839,-1.5,0.373,0.007,0.122,0.006,1.48e+013,3.97e+015,0.935,4.14,0.58
HD210839,-1.0,0.334,0.011,0.122,0.009,9.14e+012,3.97e+015,0.890,4.00,0.62
HD210839,-0.5,0.290,0.018,0.127,0.016,5.17e+012,3.95e+015,0.839,3.82,0.66
HD212791,-10.5,0.139,0.021,0.033,0.026,8.24e+012,1.66e+016,0.977,3.33,0.53
HD212791,-10.0,0.133,0.019,0.033,0.023,9.18e+012,1.42e+016,0.974,3.32,0.42
HD212791,-9.5,0.136,0.017,0.037,0.021,1.02e+013,1.15e+016,0.966,3.35,0.33
HD212791,-9.0,0.148,0.015,0.043,0.019,1.14e+013,9.50e+015,0.961,3.41,0.27
HD212791,-8.5,0.161,0.014,0.046,0.017,1.25e+013,9.18e+015,0.955,3.46,0.26
HD212791,-8.0,0.172,0.014,0.043,0.017,1.26e+013,9.51e+015,0.969,3.52,0.31
HD212791,-7.5,0.183,0.014,0.039,0.018,1.21e+013,9.08e+015,0.988,3.57,0.35
HD212791,-7.0,0.192,0.015,0.038,0.018,1.16e+013,7.83e+015,0.994,3.61,0.34
HD212791,-6.5,0.195,0.014,0.044,0.018,1.18e+013,6.98e+015,0.980,3.61,0.30
HD212791,-6.0,0.198,0.014,0.053,0.017,1.25e+013,7.74e+015,0.963,3.61,0.32
HD212791,-5.5,0.201,0.013,0.055,0.016,1.32e+013,9.59e+015,0.956,3.61,0.38
HD212791,-5.0,0.206,0.013,0.051,0.016,1.34e+013,1.11e+016,0.970,3.63,0.43
HD212791,-4.5,0.214,0.013,0.048,0.017,1.27e+013,1.13e+016,0.983,3.66,0.48
HD212791,-4.0,0.219,0.015,0.048,0.019,1.12e+013,1.08e+016,0.984,3.67,0.51
HD212791,-3.5,0.218,0.017,0.055,0.022,9.50e+012,9.88e+015,0.966,3.66,0.54
HD212791,-3.0,0.219,0.020,0.068,0.026,7.87e+012,8.99e+015,0.938,3.64,0.56
HD218915,-62.0,0.276,0.024,0.128,0.023,2.12e+012,1.71e+015,0.830,3.80,0.58
HD218915,-61.5,0.298,0.020,0.109,0.020,2.51e+012,2.07e+015,0.895,3.90,0.65
HD218915,-61.0,0.313,0.020,0.106,0.020,2.52e+012,2.37e+015,0.917,3.95,0.72
HD218915,-60.5,0.327,0.023,0.119,0.024,2.12e+012,2.58e+015,0.894,3.97,0.83
HD218915,-23.5,0.088,0.027,0.058,0.022,2.25e+012,2.74e+015,0.898,2.90,0.05
HD218915,-23.0,0.094,0.022,0.057,0.018,2.82e+012,6.27e+015,0.903,2.91,0.31
HD218915,-22.5,0.108,0.017,0.061,0.014,3.58e+012,6.37e+015,0.900,3.05,0.30
HD218915,-22.0,0.120,0.013,0.064,0.011,4.70e+012,5.60e+015,0.898,3.17,0.22
HD218915,-21.5,0.129,0.010,0.063,0.008,6.08e+012,3.97e+015,0.903,3.26,0.06
HD218915,-21.0,0.146,0.007,0.063,0.006,8.01e+012,5.90e+015,0.911,3.36,0.17
HD218915,-20.5,0.163,0.006,0.060,0.005,1.05e+013,7.79e+015,0.926,3.45,0.24
HD218915,-20.0,0.167,0.005,0.054,0.004,1.37e+013,1.05e+016,0.943,3.49,0.27
HD218915,-19.5,0.178,0.005,0.052,0.003,1.57e+013,1.37e+016,0.953,3.53,0.34
HD218915,-19.0,0.185,0.005,0.049,0.003,1.65e+013,1.64e+016,0.963,3.56,0.41
HD218915,-18.5,0.186,0.005,0.047,0.003,1.59e+013,1.77e+016,0.965,3.56,0.45
HD218915,-18.0,0.181,0.005,0.046,0.004,1.41e+013,1.76e+016,0.968,3.54,0.47
HD218915,-17.5,0.166,0.006,0.043,0.004,1.21e+013,1.63e+016,0.967,3.48,0.46
HD218915,-17.0,0.140,0.006,0.039,0.005,1.06e+013,1.50e+016,0.966,3.37,0.40
HD218915,-16.5,0.122,0.006,0.035,0.005,9.95e+012,1.36e+016,0.963,3.28,0.32
HD218915,-16.0,0.127,0.006,0.033,0.005,1.04e+013,1.27e+016,0.973,3.33,0.31
HD218915,-15.5,0.140,0.006,0.031,0.004,1.17e+013,1.31e+016,0.983,3.40,0.33
HD218915,-15.0,0.152,0.005,0.029,0.004,1.28e+013,1.34e+016,0.991,3.46,0.34
HD218915,-14.5,0.157,0.005,0.029,0.004,1.30e+013,1.35e+016,0.995,3.48,0.35
HD218915,-14.0,0.143,0.006,0.032,0.004,1.23e+013,1.33e+016,0.983,3.41,0.32
HD218915,-13.5,0.133,0.006,0.033,0.004,1.22e+013,1.28e+016,0.974,3.36,0.27
HD218915,-13.0,0.131,0.006,0.033,0.004,1.25e+013,1.21e+016,0.972,3.36,0.25
HD218915,-12.5,0.137,0.005,0.036,0.004,1.35e+013,1.20e+016,0.969,3.38,0.23
HD218915,-12.0,0.149,0.005,0.041,0.003,1.59e+013,1.31e+016,0.962,3.43,0.25
HD218915,-11.5,0.156,0.004,0.045,0.003,2.10e+013,1.57e+016,0.957,3.46,0.24
HD218915,-11.0,0.163,0.004,0.049,0.002,2.82e+013,1.97e+016,0.952,3.48,0.23
