#Title: The Distribution of Thermal Pressures in the Diffuse, Cold Neutral
#       Medium of our Galaxy. II. An Expanded Survey of Interstellar C I
#       Fine-Structure Excitations
#Authors: Jenkins E.B., Tripp T.M.
#Table: Observed and Calculated Quantities in Specific Velocity Channels
#================================================================================
#Byte-by-byte Description of file: apj390295t4_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units    Label     Explanations
#--------------------------------------------------------------------------------
#   1- 11 A11    ---      Name      Target star name
#  13- 17 F5.1   km/s     RVel      Radial Velocity
#  19- 24 F6.3   ---      f1        f1
#  26- 30 F5.3   ---    e_f1        The 1{sigma} error in f1
#  32- 37 F6.3   ---      f2        f2
#  39- 43 F5.3   ---    e_f2        The 1{sigma} error in f2
#  45- 53 E9.2   cm-2     N(CIt)    Column density of C I in all 3 levels
#  55- 63 E9.2   cm-2     N(CII)    ? Inferred column density of C II
#  65- 69 F5.3   ---      g(low)    ? Fraction of C I at low pressure
#  71- 74 F4.2   [cm-3.K] log(p/k)  ? log(p/k) of the low pressure
#                                    fraction
#  76- 80 F5.2   [-]      log(I/I0) ? Log starlight intensity relative
#                                    to standard
Name,Vel,f1,e_f1,f2,e_f2,N(CIt),N(CII),g(low),log(p/k),log(I/I0)
HD148937,-21.0,0.200,0.013,0.036,0.007,1.17e+013,1.92e+016,1.000,3.60,0.64
HD148937,-20.5,0.167,0.011,0.041,0.006,1.43e+013,1.99e+016,0.973,3.47,0.49
HD148937,-20.0,0.162,0.010,0.043,0.005,1.72e+013,2.01e+016,0.962,3.45,0.42
HD148937,-19.5,0.182,0.014,0.048,0.005,1.96e+013,1.95e+016,0.964,3.54,0.43
HD148937,-19.0,0.187,0.014,0.051,0.005,2.60e+013,1.86e+016,0.958,3.56,0.33
HD148937,-18.5,0.196,0.013,0.060,0.004,3.54e+013,1.95e+016,0.942,3.59,0.27
HD148937,-18.0,0.207,0.012,0.072,0.004,4.53e+013,2.28e+016,0.921,3.62,0.28
HD148937,-17.5,0.223,0.012,0.080,0.005,5.32e+013,2.78e+016,0.911,3.67,0.33
HD148937,-17.0,0.230,0.013,0.081,0.005,5.71e+013,3.03e+016,0.913,3.69,0.35
HD148937,-16.5,0.228,0.013,0.076,0.005,5.85e+013,3.05e+016,0.924,3.69,0.34
HD148937,-16.0,0.225,0.013,0.072,0.004,5.92e+013,3.14e+016,0.929,3.68,0.34
HD148937,-15.5,0.226,0.013,0.075,0.005,6.01e+013,3.54e+016,0.923,3.68,0.38
HD148937,-15.0,0.239,0.013,0.084,0.005,6.14e+013,4.14e+016,0.912,3.71,0.45
HD148937,-14.5,0.263,0.013,0.092,0.005,6.13e+013,4.66e+016,0.906,3.78,0.55
HD148937,-14.0,0.290,0.014,0.094,0.005,5.62e+013,4.87e+016,0.924,3.87,0.66
HD148937,-13.5,0.284,0.014,0.091,0.005,4.48e+013,4.63e+016,0.925,3.84,0.69
HD148937,-13.0,0.269,0.015,0.083,0.005,3.34e+013,3.86e+016,0.930,3.79,0.69
HD148937,-12.5,0.259,0.016,0.074,0.005,2.45e+013,2.90e+016,0.947,3.77,0.67
HD148937,-12.0,0.242,0.013,0.062,0.005,1.92e+013,2.07e+016,0.965,3.73,0.60
HD148937,-11.5,0.224,0.012,0.051,0.005,1.67e+013,1.57e+016,0.982,3.69,0.52
HD148937,-11.0,0.217,0.012,0.046,0.005,1.59e+013,1.26e+016,0.988,3.68,0.45
HD148937,-10.5,0.214,0.011,0.047,0.005,1.62e+013,9.88e+015,0.980,3.67,0.36
HD148937,-10.0,0.205,0.011,0.045,0.005,1.60e+013,7.66e+015,0.982,3.65,0.26
HD148937,-9.5,0.197,0.011,0.043,0.006,1.46e+013,7.26e+015,0.980,3.62,0.25
HD148937,-9.0,0.179,0.013,0.041,0.007,1.24e+013,9.87e+015,0.975,3.54,0.34
HD148937,-8.5,0.149,0.014,0.039,0.008,1.06e+013,1.33e+016,0.970,3.40,0.40
HD148937,-8.0,0.119,0.016,0.035,0.008,9.47e+012,1.54e+016,0.962,3.23,0.38
HD148937,-7.5,0.099,0.016,0.033,0.009,9.01e+012,1.56e+016,0.960,3.10,0.32
HD148937,-7.0,0.127,0.014,0.029,0.008,9.29e+012,1.53e+016,0.979,3.29,0.42
HD148937,-6.5,0.143,0.014,0.029,0.008,9.54e+012,1.74e+016,0.987,3.37,0.51
HD148937,-6.0,0.152,0.014,0.029,0.008,9.36e+012,2.05e+016,0.992,3.39,0.59
HD148937,-5.5,0.153,0.014,0.029,0.009,8.62e+012,2.19e+016,0.993,3.38,0.64
HD148937,-5.0,0.150,0.016,0.033,0.010,7.77e+012,2.05e+016,0.982,3.35,0.64
HD148937,-4.5,0.150,0.017,0.038,0.010,7.21e+012,1.80e+016,0.969,3.35,0.63
HD148937,-4.0,0.159,0.017,0.042,0.010,7.14e+012,1.80e+016,0.966,3.38,0.65
HD148937,-3.5,0.185,0.015,0.048,0.010,7.63e+012,2.10e+016,0.966,3.47,0.75
HD148937,-3.0,0.225,0.014,0.057,0.008,8.92e+012,2.48e+016,0.967,3.61,0.85
HD148937,-2.5,0.248,0.012,0.065,0.007,1.15e+013,2.85e+016,0.964,3.70,0.87
HD148937,-2.0,0.261,0.010,0.069,0.005,1.55e+013,3.20e+016,0.964,3.75,0.84
HD148937,-1.5,0.289,0.010,0.067,0.004,2.13e+013,3.48e+016,0.987,3.86,0.84
HD148937,-1.0,0.281,0.012,0.066,0.004,2.77e+013,3.70e+016,0.986,3.84,0.76
HD148937,1.0,0.387,0.010,0.097,0.005,1.68e+013,2.64e+016,1.000,4.16,1.07
HD148937,2.0,0.370,0.012,0.094,0.008,8.58e+012,1.72e+016,1.000,4.09,1.09
HD148937,2.5,0.377,0.017,0.082,0.012,5.82e+012,1.30e+016,1.000,4.11,1.13
HD148937,3.0,0.386,0.024,0.060,0.018,3.91e+012,8.77e+015,1.000,4.14,1.14
HD15137,-20.0,0.077,0.028,0.013,0.022,5.42e+012,3.97e+015,0.999,3.16,-0.09
HD15137,-19.5,0.088,0.024,0.024,0.019,6.34e+012,1.26e+016,0.976,3.12,0.28
HD15137,-19.0,0.075,0.022,0.014,0.017,7.02e+012,1.60e+016,0.996,3.05,0.28
HD15137,-18.5,0.099,0.019,0.025,0.015,8.26e+012,3.97e+015,0.979,3.27,-0.16
HD15137,-18.0,0.116,0.018,0.027,0.014,8.53e+012,3.97e+015,0.985,3.37,-0.09
HD15137,-17.5,0.130,0.018,0.028,0.014,8.67e+012,1.27e+016,0.989,3.39,0.33
HD15137,-17.0,0.183,0.016,0.033,0.012,9.99e+012,1.46e+016,1.000,3.60,0.48
HD15137,-16.5,0.180,0.013,0.036,0.010,1.25e+013,1.19e+016,0.994,3.61,0.34
HD15137,-16.0,0.187,0.011,0.050,0.007,1.68e+013,1.31e+016,0.964,3.62,0.29
HD15137,-15.5,0.222,0.012,0.065,0.006,2.16e+013,1.95e+016,0.949,3.72,0.42
HD15137,-15.0,0.242,0.013,0.071,0.006,2.51e+013,2.82e+016,0.946,3.77,0.54
HD15137,-14.5,0.258,0.012,0.070,0.005,2.88e+013,1.75e+016,0.962,3.85,0.39
HD15137,-14.0,0.241,0.010,0.062,0.004,3.28e+013,1.19e+016,0.969,3.81,0.19
HD15137,-13.5,0.239,0.012,0.060,0.005,2.80e+013,2.02e+016,0.975,3.79,0.39
HD15137,-13.0,0.238,0.014,0.063,0.006,2.34e+013,1.95e+016,0.965,3.78,0.44
HD15137,-12.5,0.199,0.011,0.047,0.005,2.48e+013,2.15e+016,0.976,3.66,0.35
HD15137,-12.0,0.189,0.013,0.045,0.007,1.87e+013,2.16e+016,0.980,3.62,0.42
HD15137,-11.5,0.166,0.016,0.046,0.009,1.31e+013,1.34e+016,0.961,3.53,0.32
HD15137,-11.0,0.115,0.013,0.046,0.009,1.30e+013,4.03e+015,0.938,3.30,-0.28
HD15137,-10.5,0.100,0.014,0.030,0.011,1.10e+013,3.97e+015,0.970,3.27,-0.26
HD15137,-10.0,0.095,0.016,-0.008,0.012,1.01e+013,7.52e+015,1.000,3.35,0.03
HD15137,-9.5,0.097,0.015,0.004,0.011,1.11e+013,1.33e+016,1.000,3.29,0.17
HD15137,-9.0,0.117,0.015,0.018,0.010,1.19e+013,1.55e+016,1.000,3.35,0.26
HD15137,-8.5,0.116,0.013,0.016,0.008,1.53e+013,1.61e+016,1.000,3.37,0.19
HD15137,-8.0,0.106,0.011,0.008,0.006,1.82e+013,1.10e+016,1.000,3.36,-0.02
HD15137,-7.5,0.107,0.011,0.010,0.007,1.69e+013,1.14e+016,1.000,3.36,0.02
HD15137,-7.0,0.124,0.014,0.013,0.008,1.41e+013,1.90e+016,1.000,3.40,0.30
HD15137,-6.5,0.133,0.017,0.006,0.010,1.17e+013,1.78e+016,1.000,3.46,0.38
HD15137,-6.0,0.124,0.016,0.006,0.010,1.11e+013,1.07e+016,1.000,3.44,0.20
HD15137,-5.5,0.128,0.016,0.031,0.010,1.11e+013,6.41e+015,0.978,3.41,0.01
HD15137,-5.0,0.155,0.015,0.043,0.009,1.22e+013,3.97e+015,0.965,3.52,-0.09
HD15137,-4.5,0.173,0.014,0.049,0.009,1.28e+013,3.97e+015,0.958,3.58,-0.06
HD15137,-4.0,0.171,0.013,0.046,0.008,1.47e+013,1.35e+016,0.965,3.55,0.29
HD15137,-3.5,0.180,0.014,0.043,0.008,1.47e+013,2.28e+016,0.977,3.57,0.49
HD15137,-3.0,0.204,0.016,0.062,0.008,1.52e+013,2.37e+016,0.944,3.63,0.54
HD15137,-2.5,0.202,0.013,0.054,0.006,2.01e+013,1.83e+016,0.965,3.66,0.37
HD15137,-2.0,0.188,0.010,0.046,0.005,2.77e+013,1.76e+016,0.973,3.63,0.22
HD15137,-1.5,0.192,0.009,0.050,0.004,3.41e+013,2.64e+016,0.967,3.64,0.30
HD15137,-1.0,0.209,0.009,0.047,0.003,3.86e+013,3.72e+016,0.984,3.69,0.41
HD15137,-0.5,0.214,0.009,0.043,0.004,3.56e+013,4.04e+016,0.995,3.71,0.48
HD15137,0.5,0.219,0.009,0.036,0.006,1.98e+013,2.60e+016,1.000,3.73,0.54
HD15137,1.0,0.207,0.011,0.040,0.008,1.45e+013,2.19e+016,0.999,3.68,0.55
HD15137,1.5,0.186,0.011,0.045,0.008,1.28e+013,2.52e+016,0.978,3.58,0.58
HD15137,2.0,0.193,0.012,0.059,0.010,1.05e+013,2.23e+016,0.947,3.58,0.62
HD15137,2.5,0.196,0.016,0.067,0.013,8.06e+012,7.88e+015,0.926,3.61,0.37
HD15137,3.0,0.167,0.023,0.056,0.019,5.59e+012,1.11e+016,0.940,3.47,0.52
HD152590,-11.5,0.241,0.020,0.137,0.018,7.44e+012,1.46e+016,0.781,3.51,0.82
HD152590,-11.0,0.276,0.015,0.149,0.013,1.04e+013,1.52e+016,0.775,3.68,0.85
HD152590,-10.5,0.294,0.011,0.153,0.010,1.38e+013,1.60e+016,0.778,3.77,0.84
HD152590,-10.0,0.284,0.010,0.141,0.008,1.74e+013,1.87e+016,0.798,3.74,0.78
HD152590,-9.5,0.275,0.010,0.134,0.008,1.89e+013,2.01e+016,0.810,3.72,0.75
HD152590,-9.0,0.272,0.010,0.126,0.007,2.03e+013,2.12e+016,0.829,3.72,0.74
HD152590,-8.5,0.257,0.010,0.113,0.007,2.34e+013,2.33e+016,0.850,3.68,0.68
HD152590,-8.0,0.244,0.009,0.102,0.006,2.88e+013,2.91e+016,0.865,3.64,0.65
HD152590,-7.5,0.252,0.008,0.099,0.005,3.57e+013,3.91e+016,0.877,3.67,0.70
HD152590,-7.0,0.268,0.008,0.101,0.004,4.36e+013,4.95e+016,0.886,3.73,0.75
HD152590,-6.5,0.276,0.007,0.105,0.004,4.98e+013,5.42e+016,0.881,3.76,0.77
HD152590,-6.0,0.272,0.007,0.110,0.004,5.05e+013,5.63e+016,0.865,3.73,0.75
HD152590,-5.5,0.274,0.007,0.112,0.004,4.65e+013,5.08e+016,0.863,3.74,0.76
HD152590,-5.0,0.278,0.008,0.112,0.005,4.01e+013,4.27e+016,0.864,3.76,0.77
HD152590,-4.5,0.282,0.009,0.108,0.005,3.43e+013,3.54e+016,0.878,3.78,0.77
HD152590,-4.0,0.283,0.010,0.101,0.005,3.02e+013,3.10e+016,0.896,3.79,0.77
HD152590,-3.5,0.276,0.010,0.096,0.006,2.74e+013,3.07e+016,0.898,3.76,0.77
HD152590,-3.0,0.265,0.011,0.095,0.006,2.50e+013,3.07e+016,0.895,3.72,0.77
HD152590,-2.5,0.255,0.011,0.096,0.007,2.26e+013,2.99e+016,0.888,3.68,0.77
HD152590,-2.0,0.249,0.012,0.095,0.008,2.06e+013,2.85e+016,0.883,3.65,0.76
HD152590,-1.5,0.246,0.013,0.091,0.008,1.95e+013,2.87e+016,0.893,3.64,0.77
HD152590,-1.0,0.243,0.012,0.088,0.008,1.98e+013,3.00e+016,0.898,3.63,0.77
HD152590,-0.5,0.239,0.012,0.088,0.007,2.09e+013,3.05e+016,0.897,3.62,0.75
HD152590,0.0,0.242,0.011,0.093,0.007,2.19e+013,2.78e+016,0.885,3.63,0.71
HD152590,0.5,0.261,0.011,0.105,0.007,2.13e+013,2.27e+016,0.871,3.70,0.72
HD152590,1.0,0.272,0.011,0.110,0.007,2.05e+013,1.91e+016,0.866,3.74,0.70
HD152590,1.5,0.273,0.010,0.110,0.007,1.91e+013,1.86e+016,0.863,3.74,0.72
HD152590,2.0,0.279,0.010,0.113,0.008,1.68e+013,1.89e+016,0.862,3.75,0.77
HD152590,2.5,0.287,0.011,0.120,0.010,1.39e+013,1.85e+016,0.853,3.77,0.85
HD152590,3.0,0.291,0.013,0.129,0.012,1.10e+013,1.71e+016,0.834,3.76,0.91
HD152590,3.5,0.282,0.017,0.133,0.015,8.37e+012,1.40e+016,0.819,3.72,0.91
HD152590,4.0,0.265,0.023,0.131,0.020,6.17e+012,9.03e+015,0.808,3.66,0.82
HD156110,-19.5,0.164,0.025,0.035,0.025,4.71e+012,1.94e+015,0.986,3.52,0.10
HD156110,-19.0,0.198,0.020,0.033,0.020,5.92e+012,1.95e+015,1.000,3.65,0.13
HD156110,-18.5,0.220,0.015,0.036,0.016,7.49e+012,8.43e+015,1.000,3.69,0.57
HD156110,-18.0,0.230,0.012,0.041,0.012,9.54e+012,1.12e+016,1.000,3.71,0.60
HD156110,-17.5,0.235,0.010,0.046,0.010,1.21e+013,1.21e+016,1.000,3.73,0.57
HD156110,-17.0,0.244,0.009,0.050,0.008,1.46e+013,1.18e+016,0.995,3.76,0.52
HD156110,-16.5,0.261,0.008,0.056,0.007,1.58e+013,1.14e+016,0.991,3.81,0.53
HD156110,-16.0,0.284,0.008,0.066,0.008,1.48e+013,1.13e+016,0.984,3.87,0.60
HD156110,-15.5,0.306,0.010,0.078,0.009,1.23e+013,1.11e+016,0.978,3.93,0.71
HD156110,-15.0,0.314,0.012,0.084,0.011,9.79e+012,1.01e+016,0.966,3.94,0.76
HD156110,-14.5,0.310,0.014,0.078,0.015,7.56e+012,8.53e+015,0.977,3.93,0.78
HD156110,-14.0,0.296,0.019,0.063,0.020,5.62e+012,6.53e+015,1.000,3.90,0.76
HD156110,-13.5,0.265,0.027,0.052,0.028,4.02e+012,2.19e+015,1.000,3.84,0.46
HD157857,-21.0,0.271,0.028,0.113,0.029,4.20e+012,3.97e+015,0.863,3.79,0.61
HD157857,-20.5,0.272,0.023,0.088,0.024,5.21e+012,5.92e+015,0.925,3.82,0.68
HD157857,-20.0,0.272,0.018,0.067,0.019,6.59e+012,8.98e+015,0.978,3.83,0.73
HD157857,-19.5,0.253,0.015,0.067,0.015,8.52e+012,1.21e+016,0.959,3.76,0.69
HD157857,-19.0,0.229,0.012,0.076,0.012,1.08e+013,1.45e+016,0.922,3.67,0.62
HD157857,-18.5,0.214,0.011,0.081,0.010,1.30e+013,1.62e+016,0.905,3.61,0.55
HD157857,-18.0,0.221,0.011,0.086,0.009,1.43e+013,1.64e+016,0.895,3.63,0.54
HD157857,-17.5,0.231,0.010,0.088,0.008,1.60e+013,1.60e+016,0.897,3.68,0.53
HD157857,-17.0,0.239,0.009,0.092,0.007,1.92e+013,1.81e+016,0.892,3.70,0.53
HD157857,-16.5,0.238,0.008,0.094,0.006,2.52e+013,2.31e+016,0.889,3.70,0.52
HD157857,-16.0,0.221,0.007,0.086,0.004,3.55e+013,3.13e+016,0.898,3.65,0.46
HD157857,-15.5,0.211,0.006,0.075,0.003,4.59e+013,3.87e+016,0.918,3.63,0.42
HD157857,-15.0,0.209,0.006,0.068,0.003,5.14e+013,4.43e+016,0.932,3.63,0.43
HD157857,-14.5,0.210,0.006,0.064,0.003,5.08e+013,4.79e+016,0.939,3.63,0.46
HD157857,-14.0,0.201,0.007,0.060,0.003,4.82e+013,5.08e+016,0.946,3.60,0.47
HD157857,-13.5,0.182,0.006,0.054,0.003,4.70e+013,5.33e+016,0.949,3.53,0.44
HD157857,-13.0,0.167,0.006,0.047,0.003,4.62e+013,5.60e+016,0.958,3.48,0.42
HD157857,-12.5,0.165,0.006,0.045,0.003,4.28e+013,5.90e+016,0.960,3.46,0.45
HD157857,-12.0,0.173,0.006,0.046,0.004,3.71e+013,6.05e+016,0.963,3.49,0.53
HD157857,-11.5,0.179,0.007,0.047,0.004,3.12e+013,5.82e+016,0.965,3.50,0.59
HD157857,-11.0,0.174,0.007,0.045,0.005,2.64e+013,5.25e+016,0.968,3.48,0.60
HD157857,-10.5,0.156,0.008,0.040,0.006,2.29e+013,4.60e+016,0.969,3.41,0.55
HD157857,-10.0,0.128,0.008,0.032,0.006,2.09e+013,4.07e+016,0.973,3.29,0.46
HD157857,-9.5,0.105,0.007,0.026,0.006,2.03e+013,3.66e+016,0.979,3.19,0.36
HD157857,-9.0,0.094,0.007,0.020,0.006,2.00e+013,3.42e+016,0.986,3.14,0.30
HD157857,-8.5,0.097,0.007,0.016,0.007,1.82e+013,3.15e+016,0.998,3.18,0.33
HD157857,-8.0,0.103,0.008,0.012,0.008,1.52e+013,2.97e+016,1.000,3.22,0.40
HD157857,-7.5,0.100,0.009,0.009,0.010,1.25e+013,2.76e+016,1.000,3.20,0.43
HD157857,-7.0,0.090,0.012,0.008,0.013,9.81e+012,2.49e+016,1.000,3.13,0.44
HD157857,-6.5,0.079,0.014,0.007,0.016,7.76e+012,2.09e+016,1.000,3.04,0.41
HD157857,-6.0,0.081,0.017,0.004,0.020,6.34e+012,1.54e+016,1.000,3.09,0.40
HD157857,-5.5,0.105,0.020,0.003,0.023,5.38e+012,1.07e+016,1.000,3.26,0.42
HD157857,-5.0,0.131,0.022,0.012,0.026,4.77e+012,8.05e+015,1.000,3.38,0.45
HD157857,-4.5,0.124,0.024,0.021,0.029,4.18e+012,7.41e+015,0.999,3.32,0.43
HD165246,-11.5,0.185,0.026,0.110,0.023,2.24e+012,6.77e+015,0.818,3.29,0.73
HD165246,-11.0,0.182,0.021,0.116,0.018,2.81e+012,8.25e+015,0.803,3.25,0.70
HD165246,-10.5,0.195,0.016,0.113,0.014,3.58e+012,1.07e+016,0.816,3.34,0.76
HD165246,-10.0,0.204,0.013,0.109,0.012,4.50e+012,1.54e+016,0.832,3.38,0.83
HD165246,-9.5,0.214,0.010,0.106,0.009,5.67e+012,2.09e+016,0.841,3.43,0.89
HD165246,-9.0,0.227,0.008,0.104,0.007,7.19e+012,2.61e+016,0.857,3.50,0.92
HD165246,-8.5,0.237,0.006,0.098,0.006,9.23e+012,2.97e+016,0.873,3.57,0.91
HD165246,-6.5,0.187,0.003,0.060,0.002,2.63e+013,5.19e+016,0.934,3.48,0.64
HD165246,-6.0,0.184,0.003,0.056,0.002,3.06e+013,5.95e+016,0.944,3.48,0.63
HD165246,-5.5,0.189,0.003,0.056,0.002,3.33e+013,6.62e+016,0.949,3.50,0.65
HD165246,-5.0,0.196,0.003,0.056,0.002,3.45e+013,7.02e+016,0.950,3.53,0.68
HD165246,-4.5,0.206,0.003,0.058,0.002,3.37e+013,7.08e+016,0.950,3.56,0.71
HD165246,-4.0,0.228,0.003,0.063,0.002,2.95e+013,6.68e+016,0.952,3.63,0.79
HD165246,-2.5,0.266,0.004,0.072,0.003,1.56e+013,4.06e+016,0.954,3.74,0.92
HD165246,-2.0,0.274,0.005,0.075,0.005,1.17e+013,2.96e+016,0.957,3.77,0.93
HD165246,-1.5,0.266,0.006,0.074,0.006,9.09e+012,2.02e+016,0.950,3.75,0.87
HD165246,-1.0,0.256,0.008,0.074,0.008,6.98e+012,1.44e+016,0.949,3.73,0.83
HD165246,-0.5,0.249,0.010,0.072,0.010,5.33e+012,1.11e+016,0.944,3.70,0.82
HD165246,0.0,0.246,0.013,0.070,0.013,4.10e+012,8.04e+015,0.950,3.70,0.79
HD165246,0.5,0.249,0.017,0.068,0.017,3.16e+012,3.98e+015,0.957,3.74,0.67
HD165246,1.0,0.255,0.022,0.068,0.022,2.41e+012,2.68e+015,0.956,3.76,0.64
HD175360,-10.0,0.083,0.026,0.003,0.022,4.13e+012,3.97e+015,1.000,3.17,0.12
HD175360,-9.5,0.079,0.021,0.010,0.018,5.04e+012,3.97e+015,1.000,3.12,0.02
HD175360,-9.0,0.084,0.018,0.014,0.015,6.08e+012,8.95e+015,0.998,3.10,0.24
HD175360,-8.5,0.082,0.015,0.015,0.013,7.04e+012,1.38e+016,0.996,3.05,0.33
HD175360,-8.0,0.074,0.014,0.011,0.012,7.42e+012,1.85e+016,1.000,2.98,0.38
HD175360,-7.5,0.067,0.015,0.007,0.012,7.30e+012,2.26e+016,1.000,2.89,0.41
HD175360,-7.0,0.065,0.015,0.009,0.013,7.00e+012,2.41e+016,1.000,2.84,0.43
HD175360,-6.5,0.074,0.015,0.018,0.013,6.87e+012,2.41e+016,0.985,2.86,0.46
HD175360,-6.0,0.081,0.015,0.025,0.013,6.97e+012,2.32e+016,0.971,2.90,0.47
HD175360,-5.5,0.088,0.014,0.025,0.012,7.35e+012,2.15e+016,0.974,2.99,0.46
HD175360,-5.0,0.100,0.012,0.020,0.011,8.25e+012,1.96e+016,0.990,3.13,0.46
HD175360,-4.5,0.110,0.010,0.015,0.009,9.85e+012,1.80e+016,1.000,3.24,0.42
HD175360,-4.0,0.115,0.009,0.014,0.008,1.16e+013,1.65e+016,1.000,3.29,0.35
HD175360,-3.5,0.123,0.008,0.016,0.007,1.26e+013,1.58e+016,1.000,3.33,0.34
HD175360,-3.0,0.132,0.009,0.022,0.007,1.23e+013,1.53e+016,0.997,3.36,0.36
HD175360,-2.5,0.137,0.009,0.027,0.008,1.13e+013,1.46e+016,0.988,3.37,0.38
HD175360,-2.0,0.147,0.010,0.031,0.009,9.57e+012,1.27e+016,0.988,3.41,0.42
HD175360,-1.5,0.164,0.012,0.031,0.011,7.75e+012,9.73e+015,0.993,3.48,0.45
HD175360,-1.0,0.180,0.015,0.024,0.014,6.28e+012,6.60e+015,1.000,3.57,0.45
HD175360,-0.5,0.201,0.018,0.013,0.018,4.94e+012,2.56e+015,1.000,3.68,0.29
HD175360,0.0,0.218,0.023,-0.002,0.024,3.73e+012,2.33e+015,1.000,3.74,0.39
HD177989,-11.5,0.072,0.029,-0.004,0.020,3.00e+012,8.13e+015,1.000,2.90,0.53
HD177989,-11.0,0.079,0.026,0.004,0.018,3.35e+012,9.67e+015,1.000,2.89,0.55
HD177989,-10.5,0.081,0.024,0.011,0.016,3.61e+012,1.07e+016,1.000,2.86,0.55
HD177989,-10.0,0.066,0.023,0.013,0.015,3.90e+012,1.01e+016,0.993,2.75,0.43
HD177989,-9.5,0.062,0.020,0.009,0.013,4.42e+012,8.87e+015,0.998,2.79,0.35
HD177989,-9.0,0.067,0.017,0.004,0.011,5.33e+012,8.43e+015,1.000,2.90,0.31
HD177989,-8.5,0.076,0.013,0.002,0.009,6.84e+012,9.54e+015,1.000,2.99,0.32
HD177989,-8.0,0.082,0.010,0.005,0.007,8.80e+012,1.15e+016,1.000,3.03,0.32
HD177989,-7.5,0.082,0.008,0.015,0.005,1.16e+013,1.35e+016,0.992,3.00,0.27
HD177989,-7.0,0.092,0.007,0.024,0.004,1.42e+013,1.49e+016,0.973,3.04,0.26
HD177989,-6.5,0.102,0.006,0.028,0.004,1.68e+013,1.52e+016,0.967,3.10,0.25
HD177989,-6.0,0.111,0.005,0.028,0.003,2.02e+013,1.39e+016,0.973,3.18,0.21
HD177989,-5.5,0.118,0.005,0.028,0.002,2.42e+013,1.29e+016,0.975,3.23,0.16
HD177989,-5.0,0.125,0.004,0.028,0.002,2.84e+013,1.36e+016,0.975,3.27,0.15
HD177989,-4.5,0.135,0.004,0.029,0.002,3.30e+013,1.66e+016,0.980,3.32,0.21
HD177989,-4.0,0.149,0.004,0.029,0.002,3.89e+013,1.98e+016,0.982,3.38,0.26
HD177989,-3.5,0.150,0.004,0.031,0.001,4.61e+013,2.10e+016,0.981,3.39,0.23
HD177989,-3.0,0.153,0.003,0.034,0.001,5.52e+013,2.06e+016,0.974,3.40,0.17
HD177989,-1.5,0.207,0.005,0.051,0.001,7.74e+013,2.58e+016,0.962,3.59,0.31
HD177989,-1.0,0.246,0.005,0.065,0.002,7.58e+013,2.98e+016,0.947,3.70,0.46
HD177989,-0.5,0.283,0.005,0.081,0.002,7.18e+013,3.24e+016,0.939,3.81,0.60
HD177989,0.0,0.308,0.005,0.096,0.002,6.36e+013,3.10e+016,0.920,3.88,0.70
HD177989,1.5,0.372,0.005,0.139,0.003,2.16e+013,1.02e+016,0.881,4.09,0.90
HD177989,2.0,0.367,0.006,0.132,0.004,1.46e+013,8.51e+015,0.894,4.06,0.93
HD177989,2.5,0.352,0.009,0.109,0.006,1.00e+013,8.11e+015,0.935,4.00,0.96
HD177989,3.0,0.359,0.012,0.082,0.008,6.51e+012,6.67e+015,1.000,4.02,1.03
HD177989,3.5,0.360,0.017,0.060,0.012,4.48e+012,3.99e+015,1.000,4.03,0.98
HD177989,4.0,0.371,0.023,0.055,0.017,3.28e+012,3.90e+015,1.000,4.06,1.09
HD177989,4.5,0.395,0.029,0.064,0.021,2.54e+012,2.73e+015,1.000,4.14,1.13
HD185418,-16.0,0.094,0.027,0.070,0.022,5.57e+012,9.72e+015,0.876,2.90,0.13
HD185418,-15.5,0.124,0.020,0.082,0.016,7.46e+012,8.38e+015,0.860,3.17,0.13
HD185418,-15.0,0.162,0.014,0.079,0.012,1.02e+013,9.18e+015,0.885,3.44,0.23
HD185418,-14.5,0.198,0.011,0.075,0.009,1.39e+013,1.32e+016,0.909,3.61,0.36
HD185418,-13.0,0.198,0.006,0.060,0.003,4.25e+013,2.82e+016,0.949,3.65,0.26
HD185418,-12.5,0.188,0.005,0.056,0.003,5.62e+013,3.22e+016,0.952,3.62,0.18
HD185418,-10.5,0.142,0.005,0.037,0.002,7.55e+013,4.90e+016,0.972,3.46,0.09
HD185418,-10.0,0.140,0.006,0.035,0.002,6.90e+013,5.40e+016,0.976,3.45,0.15
HD185418,-9.5,0.142,0.006,0.033,0.002,6.29e+013,5.82e+016,0.981,3.46,0.21
HD185418,-9.0,0.138,0.006,0.031,0.002,6.06e+013,6.13e+016,0.985,3.44,0.23
HD185418,-8.5,0.131,0.005,0.028,0.002,5.99e+013,6.35e+016,0.988,3.41,0.22
HD185418,-8.0,0.126,0.005,0.027,0.002,5.71e+013,6.41e+016,0.986,3.39,0.23
HD185418,-7.5,0.123,0.005,0.027,0.003,5.08e+013,6.21e+016,0.985,3.37,0.25
HD185418,-7.0,0.124,0.005,0.028,0.003,4.15e+013,5.63e+016,0.984,3.36,0.28
HD185418,-5.0,0.133,0.011,0.026,0.010,1.27e+013,2.43e+016,0.993,3.39,0.43
HD185418,-4.5,0.118,0.012,0.028,0.011,1.10e+013,2.10e+016,0.982,3.31,0.38
